Id,SalePrice
1566,170906.40944931618
1567,118383.32649564493
1568,242653.5941771004
1569,221888.31237275442
1570,156105.1839928422
1571,116373.48028160213
1572,153701.63401708967
1573,167736.5280329834
1574,200427.23309177326
1575,160965.01185257517
1576,216335.709635453
1577,197825.55993063885
1578,204160.48497325173
1579,157766.92138235178
1580,198135.6191691392
1581,160731.46416623282
1582,151186.14798821867
1583,236542.54124072447
1584,196060.57942965376
1585,151684.15997588486
1586,117790.4344340724
1587,115748.60649056718
1588,154340.03853982026
1589,121499.08498519516
1590,149740.81982982092
1591,112757.08471931328
1592,194741.78317055103
1593,153812.25752767193
1594,270919.74997141643
1595,154087.87490367427
1596,152720.1234119154
1597,201595.96123570617
1598,247928.03692934546
1599,151034.6848544942
1600,193578.14024472612
1601,119145.88526065339
1602,118236.94858002847
1603,115588.6978432551
1604,245053.3152704248
1605,237355.61520898057
1606,212964.09731020342
1607,279880.7020774641
1608,238396.25148302695
1609,200830.6124335884
1610,198707.60009990938
1611,162927.05042446122
1612,199091.3808534584
1613,201257.52799127836
1614,161532.18126245475
1615,106687.93652056047
1616,107209.48472410144
1617,107197.1840589236
1618,113425.01083847071
1619,159958.8999170452
1620,357556.4775168998
1621,117757.30511411064
1622,195376.74492178354
1623,250411.56749791614
1624,239706.27232446833
1625,122994.84587082213
1626,234188.27640170176
1627,199171.33517711444
1628,199033.65020314092
1629,196983.04684197434
1630,236981.51003553695
1631,234963.05335586963
1632,235741.68546162776
1633,197626.37163077606
1634,232988.87907084264
1635,234591.65574351692
1636,195568.4703465212
1637,238401.17174909808
1638,200827.0871860719
1639,200092.65499893564
1640,199766.76984774097
1641,200289.4656417813
1642,232373.84581194998
1643,195875.98697596753
1644,197069.15149821932
1645,235292.79365865455
1646,236236.25467779592
1647,200242.72311410547
1648,116625.5614417297
1649,152453.11650153756
1650,150642.45858735757
1651,115942.95700037727
1652,146173.54445222503
1653,146173.54445222503
1654,189489.4816156261
1655,206057.19133682034
1656,189539.9143428553
1657,204038.73465715308
1658,189558.36534062208
1659,124062.56987742189
1660,132526.7400623212
1661,320956.7860166251
1662,238954.7016821015
1663,238954.7016821015
1664,279841.3553775236
1665,200892.19823549612
1666,244514.60234249118
1667,248184.05571708168
1668,236515.47977733318
1669,239258.445635976
1670,240386.4991088036
1671,239604.17680349216
1672,279664.30827498087
1673,282619.9777365536
1674,198530.4705213483
1675,197264.64959852872
1676,234307.34542587164
1677,238563.4580534273
1678,244134.4293124771
1679,242536.65538189237
1680,234975.3540210475
1681,196733.2608628455
1682,244391.59569071265
1683,193052.90184163177
1684,200092.65499893564
1685,197620.22129818713
1686,192686.34201933173
1687,198254.93562136436
1688,196471.33917057564
1689,199104.91158515404
1690,234790.92651939814
1691,233817.94390382996
1692,237498.38540106209
1693,198623.95557669995
1694,234136.53113193635
1695,196183.50360541386
1696,241194.735287007
1697,196304.05012415684
1698,237288.0440265208
1699,236986.59525364498
1700,234938.53450153238
1701,238145.31791339876
1702,200419.85269266655
1703,199204.54697309464
1704,236223.95401261805
1705,197892.0659986177
1706,239573.34266452907
1707,196482.4097692357
1708,197278.26280624283
1709,202156.70661577943
1710,197997.7692431288
1711,236805.7754755305
1712,196644.77854958337
1713,236832.8369389218
1714,234509.2412868253
1715,233760.13077749405
1716,116687.14724363739
1717,151210.74931857438
1718,114097.85722369928
1719,199723.63504360005
1720,199124.5926494386
1721,120951.78786079912
1722,120951.78786079912
1723,239077.70833388003
1724,197786.19780206974
1725,235777.5223426804
1726,196125.69047907795
1727,197597.9976248486
1728,234968.05609795926
1729,199288.19149630403
1730,194676.75459714528
1731,153978.39898359138
1732,152439.5857698419
1733,118161.91452244356
1734,198109.7877722657
1735,151568.6986752499
1736,128147.70325900542
1737,245167.68518741676
1738,215828.92223012546
1739,190193.07966379932
1740,193483.42512285666
1741,151416.00547500767
1742,229572.90187493435
1743,228398.2708264678
1744,243959.75986695153
1745,125958.07611216698
1746,196337.34439615547
1747,202311.6949970204
1748,195199.61534322245
1749,212939.4959798477
1750,153055.84909525237
1751,119693.51228912317
1752,130244.88419581096
1753,116680.99691104848
1754,210817.71371268644
1755,221426.9549525665
1756,153253.80732859738
1757,114866.64879731511
1758,153609.37902825576
1759,240363.1278449657
1760,153486.37237647723
1761,154900.94887193036
1762,195562.4024899507
1763,153978.48145960981
1764,156122.32244807278
1765,156284.69122842042
1766,236768.87347999695
1767,243960.98993346936
1768,152760.6331309839
1769,119983.72551130207
1770,235129.19481178912
1771,130115.80968746194
1772,130115.80968746194
1773,154777.94222015183
1774,196192.1965470568
1775,151983.23109174357
1776,123071.10999492482
1777,154537.99677316524
1778,153487.5199669766
1779,118720.36472151811
1780,156031.38000177508
1781,116680.99691104848
1782,113722.60445975632
1783,212293.79353402884
1784,117014.26246134986
1785,117455.93881725322
1786,199455.48054272286
1787,193385.18475347068
1788,150749.39189838647
1789,120278.85899955212
1790,122400.64126671338
1791,192181.1145845957
1792,117348.92303020591
1793,156131.0153897157
1794,153959.86550980614
1795,117731.47371723715
1796,118064.73926753853
1797,114791.6147397302
1798,113913.34724603148
1799,152963.51163040003
1800,151825.78257746703
1801,197813.42421749787
1802,114791.6147397302
1803,112062.17961278299
1804,154690.52502137065
1805,151747.0583203288
1806,109891.02973287346
1807,234319.8935191048
1808,124135.20000882755
1809,198828.14661865233
1810,112752.16445324212
1811,193910.42315656503
1812,117337.85243154582
1813,112252.75744702129
1814,116101.55310515314
1815,116404.0669925099
1816,117474.30733900158
1817,198459.12666331674
1818,196983.04684197434
1819,146413.4898992116
1820,111053.36011616216
1821,111514.7175363501
1822,114706.82262602144
1823,118546.92534251038
1824,113009.24835545928
1825,192751.6180207928
1826,112252.75744702129
1827,114522.14769631678
1828,194178.4951814238
1829,154728.657083422
1830,196606.64648753204
1831,198862.5884811503
1832,188218.9053787723
1833,230099.53529658334
1834,111975.99248051958
1835,187483.49055317356
1836,111219.50157208162
1837,152575.95820127922
1838,154679.536898729
1839,126739.19462012277
1840,393052.01252155274
1841,275971.56611257093
1842,233671.64846423193
1843,119171.88160956374
1844,129210.48073037193
1845,203471.73019931038
1846,138187.50617716924
1847,136400.3020028456
1848,118064.73926753853
1849,126226.23061304419
1850,155879.99934406905
1851,116373.48028160213
1852,151136.94532750727
1853,231094.49415743482
1854,159486.4718981972
1855,130679.07140742707
1856,236752.88261526576
1857,135224.3321426807
1858,188917.7481129112
1859,193161.31264723375
1860,108101.46333016125
1861,193147.7819155381
1862,432649.62355372566
1863,427832.68307007826
1864,427878.19553123636
1865,159677.13220845393
1866,237067.7796438188
1867,197940.03859281132
1868,237813.19995359672
1869,234202.87224787832
1870,238584.36918422967
1871,200974.61269218774
1872,200975.84275870552
1873,244303.0309014321
1874,153987.00944921587
1875,241910.55152433962
1876,234526.4622180743
1877,236973.06452194933
1878,200385.41083016855
1879,124884.31051815883
1880,152655.99500095373
1881,238110.87605090076
1882,199700.34625578055
1883,197412.34005668142
1884,200488.73641766253
1885,245258.71010973284
1886,239486.09041778476
1887,234526.4622180743
1888,236310.05866886303
1889,200266.09437794337
1890,155124.8209781673
1891,148627.52715520677
1892,112757.08471931328
1893,156459.44314996438
1894,193724.8480644163
1895,121468.33332225053
1896,114973.66458436244
1897,112621.77740235688
1898,111892.34795731018
1899,115418.94866380072
1900,113673.48427506335
1901,160934.342665649
1902,125051.5170885592
1903,192425.81534561655
1904,155300.63801419217
1905,240171.2374681912
1906,242952.4178649038
1907,163511.41449642766
1908,109125.84588279255
1909,145937.37168081023
1910,108977.00783414052
1911,240500.89529495765
1912,245408.8607009211
1913,193059.29960227598
1914,119540.81908888092
1915,245092.67739899395
1916,135906.7716319963
1917,199104.91158515404
1918,156100.18125075265
1919,155620.45530881634
1920,239501.99880649752
1921,240293.01405345192
1922,241553.8322341819
1923,198753.11256106742
1924,278612.60140227445
1925,197914.20719593784
1926,241424.59277379597
1927,120270.33100994607
1928,203112.46830009864
1929,130932.49137925296
1930,130953.4025100553
1931,153540.41282724135
1932,117700.7220542925
1933,115613.38164962924
1934,197354.5269303455
1935,196661.99948083237
1936,198379.1723396607
1937,205148.22838703336
1938,241152.83054938386
1939,153933.95163691422
1940,195008.70760491045
1941,200407.55202748868
1942,241066.7258931389
1943,233204.05823543665
1944,280843.84416089
1945,244829.4168950258
1946,143275.03502556728
1947,235870.84244599522
1948,244808.0330534679
1949,241482.40590013188
1950,237078.85024247886
1951,246592.1846910306
1952,218905.31859110657
1953,239837.88944187135
1954,199443.179877545
1955,116856.89642309176
1956,214398.43734595954
1957,201564.96214470625
1958,239245.07985631726
1959,195599.30448548426
1960,119657.67540807053
1961,151284.55330964152
1962,123541.02167388091
1963,109318.96632608485
1964,188716.99984245692
1965,187367.69934846484
1966,191883.10858321792
1967,239390.1452293975
1968,238484.8987483259
1969,243620.26150804278
1970,238146.63045593497
1971,237065.40198680165
1972,238709.9184450622
1973,195475.06776718795
1974,234648.3212793535
1975,198988.15317061142
1976,239225.23383999584
1977,242429.72207086347
1978,204764.53010950275
1979,238321.13494942363
1980,203907.0087945695
1981,236011.07002902278
1982,233560.77752559437
1983,196447.88543071927
1984,191783.4731952773
1985,230731.6245346881
1986,230731.6245346881
1987,193335.81714072239
1988,197750.60834907237
1989,196503.32090003806
1990,194856.34430874194
1991,234865.87810096462
1992,196761.634868773
1993,196183.50360541386
1994,199855.3346370215
1995,196970.74617679647
1996,198532.93065438385
1997,198059.43752105493
1998,240246.18904975764
1999,235160.02895075217
2000,199202.1693160775
2001,233954.56376332254
2002,240065.45174766163
2003,280484.49978565983
2004,235360.44731713276
2005,198996.66573158893
2006,197278.26280624283
2007,199719.9448440467
2008,235110.6613380039
2009,236199.35268226237
2010,202363.35779076736
2011,158064.67995567425
2012,198040.90404726972
2013,197048.24036741696
2014,211561.82147992816
2015,204566.40692412088
2016,234157.4422627387
2017,211321.95850896
2018,153178.8557470309
2019,151948.78922924557
2020,152379.31251047045
2021,112695.58139342401
2022,225126.99503806475
2023,197762.99149026867
2024,232964.36021650536
2025,235203.08127887466
2026,195119.33111549268
2027,229796.77398117128
2028,192683.88188629618
2029,226567.93184800324
2030,231746.42941186103
2031,151810.85682721675
2032,149500.87438283436
2033,230939.50577619384
2034,226420.323865869
2035,236858.6683357953
2036,227016.90612699487
2037,227016.90612699487
2038,230745.15526638375
2039,159838.27092228382
2040,216875.68256759868
2041,325566.99284926604
2042,195875.98697596753
2043,212667.7337554356
2044,116342.81109467594
2045,203455.73933457915
2046,196521.85437382327
2047,113592.38236090794
2048,151979.5408921902
2049,193904.43777601296
2050,119178.11441817111
2051,116570.20844842936
2052,154162.90896125918
2053,155924.36421472777
2054,112999.32534729855
2055,198459.12666331674
2056,153793.8890059236
2057,114201.18281119326
2058,202573.78164132708
2059,152878.7195166913
2060,237989.0169896216
2061,158222.12846995075
2062,154808.69388309648
2063,158321.6813818729
2064,116401.7718115112
2065,122707.01030566035
2066,204178.9359710185
2067,195400.03370960304
2068,197704.0307734334
2069,121566.65616765493
2070,114105.23762280599
2071,113636.49980351135
2072,132681.7284435621
2073,131874.80480789495
2074,118839.7636497617
2075,157888.78044363094
2076,115850.61953552494
2077,151825.78257746703
2078,129193.25979912293
2079,196569.74449199846
2080,151967.1577509939
2081,111607.05500120242
2082,190756.6975570003
2083,113728.83726836368
2084,130330.98885205593
2085,114208.56321029997
2086,154084.1847041209
2087,116169.28923964978
2088,112898.45989284015
2089,112898.45989284015
2090,110130.97517986002
2091,200705.22812479275
2092,198155.21775740533
2093,115983.46671944576
2094,128116.86912004233
2095,199935.20648465914
2096,115304.47000162826
2097,112146.97172649176
2098,115942.95700037727
2099,118108.93918616037
2100,197419.88540782497
2101,195773.9739310098
2102,111453.21421046084
2103,118240.63877958183
2104,196337.34439615547
2105,112252.75744702129
2106,120943.0949191562
2107,195691.6419503366
2108,156100.18125075265
2109,117469.38707293043
2110,115741.14361544205
2111,114005.6022348654
2112,195273.25438225272
2113,111022.69092923595
2114,112092.8487997092
2115,112252.75744702129
2116,114374.53971418254
2117,194030.88719928954
2118,196152.66946645078
2119,111022.69092923595
2120,148775.21761335942
2121,131368.7492997293
2122,129150.12499498202
2123,116643.92996347803
2124,192204.32089639676
2125,192056.71291426252
2126,195776.43406404534
2127,192363.0819532095
2128,110219.45749312214
2129,116854.27133801935
2130,115378.43894473223
2131,192986.64320170824
2132,201466.5568232834
2133,115850.61953552494
2134,232381.2262110567
2135,121810.20933817641
2136,199344.77455612217
2137,116543.2294610565
2138,155805.0477625026
2139,157993.3360976427
2140,154611.8832402508
2141,128827.93004334069
2142,117149.65225432467
2143,153209.5249339571
2144,157853.10851461516
2145,153349.83499300308
2146,163665.00785911398
2147,236718.44075276775
2148,154408.8397887978
2149,117419.03682171967
2150,248696.8285029613
2151,113378.18583477642
2152,168154.83312504887
2153,153758.2170769078
2154,155608.1546436385
2155,116385.78094678
2156,211028.05508722775
2157,235987.78124120328
2158,201959.9784489522
2159,199616.61925655272
2160,199708.87424538663
2161,198145.45970128148
2162,238251.1036339283
2163,238251.1036339283
2164,237852.56208216582
2165,240030.9274091452
2166,153978.39898359138
2167,234460.0386261139
2168,239928.91436418748
2169,197718.62661960998
2170,238760.3511722914
2171,157053.5652780547
2172,116208.65136821891
2173,243512.01565447767
2174,199443.179877545
2175,235719.6267403261
2176,242042.16864174267
2177,197942.5812018653
2178,201029.96568548807
2179,151673.0893772248
2180,275453.70810858323
2181,198643.63664098454
2182,200252.56364624776
2183,198492.33845929694
2184,116957.76187755016
2185,134238.99265507836
2186,127348.16002244494
2187,153840.63153359943
2188,113728.83726836368
2189,339074.80368867214
2190,196167.4302646642
2191,197192.0756739794
2192,152632.6237371158
2193,121976.35079409588
2194,112652.61154131994
2195,118704.3738567869
2196,114334.02999511405
2197,111197.36037476148
2198,197739.45527439387
2199,268353.9291199632
2200,155139.4993003623
2201,124017.11362312018
2202,233122.95632128124
2203,114620.71796977648
2204,198920.48408350465
2205,116262.77429500147
2206,131070.2588292449
2207,114645.31930013218
2208,239006.36447584847
2209,218722.01241079444
2210,109305.4355943892
2211,152717.49832684296
2212,112252.75744702129
2213,112781.76852568741
2214,112252.75744702129
2215,116086.79230693972
2216,195599.30448548426
2217,124933.43070285181
2218,113488.89182137711
2219,113328.98317406501
2220,115942.95700037727
2221,245092.67739899395
2222,245053.3152704248
2223,334730.9884067668
2224,200242.72311410547
2225,197149.1882978938
2226,236051.74470012813
2227,230908.75411324922
2228,237986.63933260445
2229,239572.19507402973
2230,198707.60009990938
2231,201433.42750332167
2232,202506.04550683047
2233,209117.6530399266
2234,237542.58531968395
2235,233499.35667572357
2236,237846.41174957692
2237,237843.95161654134
2238,273994.84921848984
2239,118406.69775948285
2240,231420.46178464792
2241,159374.7007971156
2242,110068.15931143455
2243,187806.8330953142
2244,146535.1840084539
2245,148192.00113189232
2246,164100.61635844686
2247,188467.2963393465
2248,129457.64162442835
2249,112990.79735769247
2250,120119.03282825847
2251,254150.4707320659
2252,199771.60763779367
2253,197563.63823836902
2254,199131.9730485453
2255,234387.46470156458
2256,196337.26192013704
2257,273410.55219391326
2258,198405.00373653419
2259,196066.64728622427
2260,164323.25839816598
2261,231715.6777489164
2262,152524.29540753225
2263,318583.9877038172
2264,285573.0751156661
2265,193156.01757505408
2266,235768.74692501905
2267,163550.61167295993
2268,240824.4027891352
2269,237244.90922237988
2270,201521.9922926022
2271,238891.96828969443
2272,235589.32216545925
2273,201226.7763283337
2274,238677.85423958136
2275,219244.73447399688
2276,212190.38547051646
2277,231482.13006257406
2278,153617.98949388028
2279,114614.48516116911
2280,128150.05464686044
2281,193831.5339473899
2282,239345.78035873876
2283,107584.65501202596
2284,105282.05296675026
2285,191606.34361671624
2286,150780.22603734952
2287,239101.07959771794
2288,201196.0246653891
2289,243515.70585403105
2290,240542.71755656236
2291,201060.79982445113
2292,244866.31889055934
2293,240850.2341860087
2294,201324.0340592572
2295,284117.0665933454
2296,207142.16621236337
2297,235706.09600863044
2298,203397.84373222484
2299,198482.6628791915
2300,241325.0398618738
2301,239222.8561829787
2302,235973.02044298986
2303,235146.41574303812
2304,199851.5619614497
2305,151027.3044553875
2306,151029.76458842307
2307,233621.0507849659
2308,194418.27567637348
2309,235530.1140205687
2310,196447.88543071927
2311,229873.038105274
2312,287875.96949103184
2313,199242.679035146
2314,202892.28639341507
2315,197545.18724060224
2316,235730.69733898615
2317,238789.87276871825
2318,196772.70546743306
2319,196137.99114425582
2320,196118.31007997124
2321,230339.2333155146
2322,193335.81714072239
2323,245835.61130657417
2324,237397.43747058525
2325,200102.49553107793
2326,201349.78298011224
2327,194215.47965297577
2328,195279.4871908601
2329,235433.0212416821
2330,198519.39992268823
2331,236637.33883861237
2332,234627.41014855113
2333,235174.7897489656
2334,197801.12355232
2335,236109.64030248244
2336,195653.4274122668
2337,198840.44728383017
2338,238315.06709285313
2339,199703.9539793155
2340,243125.69229187467
2341,280686.23069457663
2342,234645.77867029948
2343,233912.65902569942
2344,198465.27699590565
2345,197448.0119856972
2346,197278.26280624283
2347,197721.08675264553
2348,197278.26280624283
2349,281234.8403615089
2350,238791.10283523603
2351,201614.16480541768
2352,203316.57686603253
2353,197598.16257688543
2354,114097.85722369928
2355,114097.85722369928
2356,157299.57858161177
2357,195803.4130514182
2358,200935.2505636186
2359,116849.43354796663
2360,151838.00076662647
2361,151181.22772214754
2362,247776.73874765786
2363,157331.47783505573
2364,159743.63827643276
2365,231271.62373599588
2366,230218.68679677162
2367,230539.73415791363
2368,230320.78231774786
2369,195328.52489953462
2370,226567.93184800324
2371,189254.5389107291
2372,195655.80506928396
2373,233616.21299491316
2374,234111.92980158064
2375,157872.62462686285
2376,238524.1784008766
2377,247753.28500780152
2378,156377.02869327276
2379,231482.13006257406
2380,152715.12066982585
2381,156377.02869327276
2382,200621.58360158335
2383,200515.7154050354
2384,236715.9806197322
2385,236971.83445543153
2386,155269.96882726598
2387,151887.2859033563
2388,202178.76533708113
2389,116158.13616497126
2390,161767.09769818964
2391,115011.79664641377
2392,115549.33571468596
2393,211955.44276561946
2394,197967.1000562026
2395,193231.50891476593
2396,133353.34476227293
2397,169049.17395949722
2398,121966.51026195359
2399,127624.8425129282
2400,148412.26551459433
2401,113359.73483700964
2402,155915.67127308482
2403,195190.92240157953
2404,213493.02591285112
2405,153793.8890059236
2406,154882.41539814515
2407,150423.50674719177
2408,152133.2992069134
2409,116065.9636521558
2410,114726.50369030601
2411,156124.78258110833
2412,119876.70972425476
2413,154347.41893892697
2414,119087.00701983657
2415,194465.1831560862
2416,120463.36897721993
2417,129121.91594109137
2418,152490.0184970711
2419,148658.44377018826
2420,152317.8091845812
2421,153710.24448271416
2422,126408.28045767642
2423,204105.1319799514
2424,156867.8252338691
2425,292483.88114267413
2426,240656.9487906795
2427,118157.07673239085
2428,211420.44630640128
2429,130054.30636157267
2430,152194.80253280266
2431,113728.83726836368
2432,151210.74931857438
2433,128350.66423443999
2434,151706.46612524186
2435,151825.78257746703
2436,113482.82396480662
2437,115112.57962485374
2438,150300.50009541324
2439,115577.5447685766
2440,112252.75744702129
2441,149617.73070202395
2442,110872.54033804771
2443,115850.61953552494
2444,118064.73926753853
2445,112160.50245818737
2446,196385.3169903491
2447,199365.68568692452
2448,129363.09145459573
2449,110494.99239310605
2450,196980.58670893876
2451,109300.59780433649
2452,203256.38608267953
2453,117604.69438988682
2454,205408.83753676695
2455,154659.69088240757
2456,152654.84741045436
2457,194184.64551401272
2458,112252.75744702129
2459,114522.14769631678
2460,149660.86550616488
2461,147539.0832390036
2462,112547.97341128977
2463,151635.03979119187
2464,194067.87167084153
2465,115758.44702270947
2466,113267.64480021261
2467,148996.6295865608
2468,193637.26591359824
2469,113980.91842849123
2470,280421.93134528963
2471,114780.62661708856
2472,117566.64480385391
2473,229089.56820946315
2474,199344.77455612217
2475,157838.34771640174
2476,149622.65096809508
2477,155805.0477625026
2478,157926.83002966386
2479,159573.97157299684
2480,218535.06856925317
2481,156348.7371633637
2482,154470.34311468707
2483,115530.88471691919
2484,154437.13131870684
2485,152033.66381897277
2486,159421.44332479147
2487,286946.1216796046
2488,115555.40357125647
2489,118864.36498011742
2490,158923.2663850884
2491,115942.95700037727
2492,200273.47477705008
2493,208227.08488105002
2494,214563.15751416225
2495,128899.1651561917
2496,281893.0084245425
2497,117802.81757526868
2498,125995.08685288107
2499,119036.57429260737
2500,193531.39771705025
2501,151278.485453071
2502,153517.2065154403
2503,193815.70803469553
2504,213951.89693084138
2505,235223.90993365858
2506,197940.03859281132
2507,199542.8152654856
2508,199240.2189021104
2509,201103.76967655518
2510,197425.87078837707
2511,197680.41208154018
2512,198109.7877722657
2513,234690.06106493974
2514,128365.41419211989
2515,136840.5833401943
2516,236089.87676217945
2517,152352.25104707916
2518,162356.38203622724
2519,199959.80781501482
2520,238957.16181513705
2521,198389.01287180296
2522,234619.947273426
2523,119387.14325017619
2524,197302.8641365985
2525,198606.73464545098
2526,115920.81580305714
2527,162035.3346750853
2528,116773.25189988237
2529,150841.7293632388
2530,113728.83726836368
2531,237729.5554303873
2532,234525.23215155653
2533,196685.3707446703
2534,201321.4914502032
2535,237297.88455866306
2536,242577.24757697928
2537,167419.17087139477
2538,196669.37987993908
2539,236671.61574907348
2540,196901.8624518005
2541,196900.63238528272
2542,197776.43974594589
2543,156192.43623958653
2544,117213.53323723108
2545,162019.34381035407
2546,117129.88871402168
2547,149716.2184994652
2548,194160.20913569385
2549,232402.13734185905
2550,288694.84525493043
2551,148627.52715520677
2552,151979.45841617178
2553,197237.58813513748
2554,195280.71725737787
2555,156459.36067394592
2556,117046.24419081227
2557,152037.35401852612
2558,267906.34985952626
2559,113757.12879827275
2560,197162.55407755254
2561,149027.29877348698
2562,113138.40533982671
2563,113673.48427506335
2564,193422.08674900423
2565,123117.85252260066
2566,194135.52532931973
2567,194302.73189972012
2568,136220.60354606842
2569,227674.46279639818
2570,109186.11914216403
2571,206511.22456475793
2572,151034.6848544942
2573,212104.25454510938
2574,210967.5906066573
2575,113482.82396480662
2576,195615.21287419705
2577,197794.89074371266
2578,111510.9448607783
2579,122729.06902696207
2580,194676.75459714528
2581,150060.6371244451
2582,114448.34370524966
2583,247214.54214217365
2584,240830.47064570567
2585,198951.15327043086
2586,162052.3906542974
2587,235975.4805760254
2588,130115.80968746194
2589,154451.8921169203
2590,230871.85211771567
2591,209078.3733873759
2592,196943.6847134052
2593,198979.3623243215
2594,213838.6746043488
2595,197035.8572262207
2596,239791.06443817707
2597,196216.7154013941
2598,315812.73031526525
2599,202189.91841175963
2600,160502.03413113236
2601,111939.1059136146
2602,106722.37838305844
2603,145992.7246741106
2604,106711.30778439838
2605,107197.1840589236
2606,157458.0922103692
2607,280504.4437066283
2608,183786.60090908324
2609,152177.58160155365
2610,129744.24712307232
2611,138941.51068340955
2612,155515.98213082305
2613,158406.55597160012
2614,132203.23256814363
2615,239449.10594623277
2616,157063.32333417854
2617,119344.0909220537
2618,194673.7547059643
2619,201075.4781466461
2620,233896.66816096823
2621,202691.78555101604
2622,198684.22883607144
2623,200677.0190709021
2624,240678.02487351873
2625,200652.4177405464
2626,211064.87460674287
2627,193324.74654206235
2628,325250.86575419526
2629,286402.51475476194
2630,199648.68346203357
2631,241386.6256637815
2632,285891.95467386255
2633,235906.514375011
2634,246225.62486873058
2635,156978.44874445134
2636,197481.30625769583
2637,156317.90302440064
2638,235463.77290462673
2639,281381.2182771254
2640,198951.15327043086
2641,128209.20658489468
2642,236676.53601514464
2643,108267.34192939682
2644,107529.30201872563
2645,107197.1840589236
2646,109060.65235734993
2647,106938.87009018866
2648,208225.7986076759
2649,151227.97024982338
2650,228689.7141151645
2651,189330.8030348318
2652,241798.6979472396
2653,208653.83548670312
2654,199569.9592048953
2655,244065.5455874811
2656,201718.88541146627
2657,235992.7015072744
2658,202477.7539769214
2659,197655.97570322134
2660,235963.262386866
2661,242808.4176063045
2662,244124.58878033477
2663,240018.7092199858
2664,233156.085641243
2665,237527.65956943363
2666,233724.37637245984
2667,199242.679035146
2668,199242.679035146
2669,200993.06368995452
2670,198835.60949377748
2671,197810.88160844386
2672,229682.37779501724
2673,229499.09788386725
2674,229663.9267972505
2675,192474.77057827267
2676,197931.42812718684
2677,197300.40400356296
2678,281195.5607089582
2679,235645.82274925895
2680,235504.36509971364
2681,232998.80207900336
2682,196852.74226710753
2683,324628.53457221424
2684,234232.55879634203
2685,239243.76731378105
2686,201961.12603945157
2687,244604.31472227108
2688,200102.49553107793
2689,199400.04507340406
2690,321731.64544681145
2691,196644.77854958337
2692,114384.46272234325
2693,200210.74138464304
2694,120951.78786079912
2695,196245.00693130316
2696,196038.3557563152
2697,196864.96045626694
2698,235289.1034591012
2699,234710.8897197237
2700,197597.9976248486
2701,197744.45801648346
2702,153178.8557470309
2703,195509.50962968596
2704,118359.955231807
2705,116321.81748785515
2706,115266.42041559535
2707,154732.34728297533
2708,120927.18653044343
2709,114737.49181294764
2710,115683.41296512456
2711,270350.97202037845
2712,237324.86354603592
2713,113578.604201157
2714,191901.55958098473
2715,192460.00978005925
2716,194242.3761643302
2717,196877.2611214448
2718,195482.36569027623
2719,242011.33450277962
2720,236236.25467779592
2721,153793.8890059236
2722,150491.2428816884
2723,155620.45530881634
2724,152317.8091845812
2725,153989.46958225145
2726,153793.8890059236
2727,234587.96554396357
2728,154738.5800915827
2729,114251.69801444087
2730,155269.96882726598
2731,154624.10142941022
2732,118955.30742641511
2733,153793.8890059236
